DR_NO,Date Rptd,DATE OCC,TIME OCC,AREANAME,Rpt Dist No,crime type,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,Latitude,Longitude
200104287,1/4/2020 0:00,1/4/2020 0:00,2345,Central,119,battery - simple assault,21,F,H,la union station ,strong-arm ,IC,Invest Cont,800 n alameda st,,34.0563,-118.2374
200104289,1/5/2020 0:00,1/3/2020 0:00,2315,Central,164,theft plain - petty ,26,F,C,night club ,,IC,Invest Cont,600 s spring st,,34.046,-118.2509
200104291,1/5/2020 0:00,1/4/2020 0:00,1900,Central,163,robbery,64,M,H,sidewalk,strong-arm ,IC,Invest Cont,7th,SPRING                       ST,34.0449,-118.2528
200104292,1/5/2020 0:00,1/4/2020 0:00,1230,Central,101,theft plain - petty ,26,F,W,multi-unit dwelling ,,IC,Invest Cont,900 new depot st,,34.0652,-118.2451
200104293,1/5/2020 0:00,1/3/2020 0:00,2200,Central,105,theft from motor vehicle - petty ,31,F,B,parking underground/building,,IC,Invest Cont,400 casanova st,,34.0713,-118.2291
200104300,1/5/2020 0:00,1/4/2020 0:00,1915,Central,152,vandalism - felony ,39,M,O,"vehicle, passenger/truck",,IC,Invest Cont,600 s grand av,,34.0488,-118.2553
200815782,10/27/2020 0:00,10/27/2020 0:00,2010,West LA,884,intimate partner - simple assault,35,F,W,street,strong-arm ,AA,Adult Arrest,sepulveda,TENNESSEE,34.0387,-118.4366
200104302,1/1/2020 0:00,1/1/2020 0:00,1,Central,153,theft plain - petty ,25,F,F,bar/cocktail/nightclub,,IC,Invest Cont,500 s spring st,,34.0467,-118.252
200104303,1/5/2020 0:00,1/4/2020 0:00,1630,Central,166,vehicle - stolen,0,,,parking lot,,IC,Invest Cont,600 wall st,,34.0435,-118.2471
200104310,1/5/2020 0:00,1/5/2020 0:00,1010,Central,118,battery - simple assault,28,M,H,sidewalk,strong-arm ,IC,Invest Cont,900 n broadway,,34.064,-118.2375
200815680,10/25/2020 0:00,10/24/2020 0:00,1800,West LA,855,burglary,33,M,O,single family dwelling,,IC,Invest Cont,1400 s bentley av,,34.0509,-118.4459
200104313,1/5/2020 0:00,1/4/2020 0:00,1430,Central,156,"theft-grand excpt,guns,fowl,livestk,prod",75,M,B,sidewalk,,IC,Invest Cont,5th st,SAN JULIAN                   ST,34.0446,-118.245
211614109,12/6/2021 0:00,9/20/2020 0:00,1200,Foothill,1685,theft from motor vehicle - petty ,0,,,tow yard*,,IC,Invest Cont,11400 penrose st,,34.2219,-118.3814
200104316,1/5/2020 0:00,1/4/2020 0:00,747,Central,162,criminal threats - no weapon displayed,32,F,W,multi-unit dwelling ,verbal threat,IC,Invest Cont,700 s olive st,,34.0467,-118.2556
200104319,1/4/2020 0:00,1/4/2020 0:00,2345,Central,127,battery police ,0,X,X,detention/jail facility,strong-arm ,IC,Invest Cont,100 n los angeles st,,34.0515,-118.2424
200104320,1/5/2020 0:00,1/4/2020 0:00,2145,Central,164,burglary from vehicle,0,M,B,street,,IC,Invest Cont,6th st,LOS ANGELES,34.0446,-118.249
200104321,1/6/2020 0:00,1/5/2020 0:00,1840,Central,185,burglary from vehicle,30,F,A,street,,IC,Invest Cont,900 s los angeles st,,34.0407,-118.2541
200812231,7/23/2020 0:00,5/15/2020 0:00,800,West LA,886,"letters, lewd  -  telephone calls, lewd",44,M,W,multi-unit dwelling ,,AO,Adult Other,1100 roxbury dr,,34.0567,-118.4055
200104323,1/5/2020 0:00,1/3/2020 0:00,1,Central,165,theft from motor vehicle - petty ,28,M,W,street,,IC,Invest Cont,los angeles st,6TH                          ST,34.0433,-118.2504
200104325,1/6/2020 0:00,1/6/2020 0:00,30,Central,185,intimate partner - simple assault,26,F,W,multi-unit dwelling ,strong-arm ,AA,Adult Arrest,1000 s broadway,,34.0409,-118.2574
200104326,1/5/2020 0:00,1/5/2020 0:00,1945,Central,182,vandalism - felony ,56,M,H,street,,AA,Adult Arrest,flower,PICO,34.0401,-118.2668
200104327,1/5/2020 0:00,1/5/2020 0:00,2130,Central,119,robbery,0,X,X,la union station ,strong-arm ,AA,Adult Arrest,800 n alameda st,,34.0563,-118.2374
200104328,1/5/2020 0:00,1/5/2020 0:00,2120,Central,153,"theft, person",35,F,W,sidewalk,strong-arm ,IC,Invest Cont,200 w 6th st,,34.046,-118.2509
200104329,1/5/2020 0:00,1/5/2020 0:00,1717,Central,134,theft from motor vehicle - attempt,28,F,H,sidewalk,,IC,Invest Cont,hill,3RD,34.0503,-118.2504
200104330,1/6/2020 0:00,1/5/2020 0:00,519,Central,119,trespassing,19,M,W,la union station ,,IC,Invest Cont,800 n alameda st,,34.0563,-118.2374
200104331,1/5/2020 0:00,1/5/2020 0:00,2330,Central,157,battery - simple assault,43,F,B,other premise,strong-arm ,IC,Invest Cont,500 s san pedro st,,34.0442,-118.2439
200104333,1/6/2020 0:00,1/6/2020 0:00,145,Central,119,trespassing,0,X,X,la union station ,,IC,Invest Cont,800 n alameda st,,34.0563,-118.2374
200405489,2/7/2020 0:00,2/6/2020 0:00,2115,Hollenbeck,464,other miscellaneous crime,12,F,H,single family dwelling,unknown weapon/other weapon,AO,Adult Other,200 n soto st,,34.0445,-118.2116
200104336,1/6/2020 0:00,1/5/2020 0:00,2030,Central,185,throwing object at moving vehicle,43,M,H,street,rock/thrown object,IC,Invest Cont,hill,PICO,34.0377,-118.2621
200104337,1/6/2020 0:00,1/6/2020 0:00,240,Central,163,theft plain - petty ,59,M,B,sidewalk,,IC,Invest Cont,700 s broadway,,34.0452,-118.2534
200104339,1/5/2020 0:00,1/5/2020 0:00,2045,Central,192,vandalism - misdeameanor ,34,F,B,"vehicle, passenger/truck",,IC,Invest Cont,1400 s olive st,,34.0366,-118.2643
200104340,1/6/2020 0:00,1/5/2020 0:00,2030,Central,195,burglary,38,M,B,multi-unit dwelling ,,IC,Invest Cont,1800 s main st,,34.0317,-118.2641
200104351,1/1/2020 0:00,1/1/2020 0:00,100,Central,162,burglary from vehicle,37,M,B,parking lot,,IC,Invest Cont,700 s figueroa st,,34.0494,-118.2599
200104352,1/6/2020 0:00,1/5/2020 0:00,2000,Central,153,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,spring st,5TH                          ST,34.046,-118.2509
220314085,7/22/2022 0:00,5/12/2020 0:00,1110,Southwest,303,theft of identity,27,F,B,cell phone store,,IC,Invest Cont,2500 s sycamore av,,34.0335,-118.3537
200104360,1/6/2020 0:00,1/6/2020 0:00,755,Central,153,"assault with deadly weapon, aggravated assault",61,X,X,sidewalk,unknown weapon/other weapon,AA,Adult Arrest,6th st,BROADWAY,34.047,-118.2526
210804296,1/8/2020 0:00,1/4/2020 0:00,1025,West LA,808,extortion,49,M,O,single family dwelling,,AO,Adult Other,2200 san ysidro dr,,34.1114,-118.4245
200104369,1/6/2020 0:00,1/6/2020 0:00,930,Central,127,"assault with deadly weapon, aggravated assault",22,M,H,street,other knife,IC,Invest Cont,commercial st,LOS ANGELES,34.0527,-118.2398
200104372,1/6/2020 0:00,1/6/2020 0:00,600,Central,111,burglary from vehicle,43,F,W,parking underground/building,,IC,Invest Cont,600 n broadway,,34.0586,-118.2402
200104377,1/6/2020 0:00,1/5/2020 0:00,2000,Central,163,battery - simple assault,71,M,B,street,strong-arm ,IC,Invest Cont,8th,BROADWAY,34.0438,-118.2547
200104379,1/6/2020 0:00,1/6/2020 0:00,1310,Central,119,battery - simple assault,71,M,A,la union station ,strong-arm ,IC,Invest Cont,800 n alameda st,,34.0563,-118.2374
200104381,1/6/2020 0:00,1/6/2020 0:00,1305,Central,159,vehicle - stolen,0,,,parking lot,,IC,Invest Cont,2000 e 7th st,,34.0387,-118.2335
200104382,1/6/2020 0:00,1/6/2020 0:00,1230,Central,162,shoplifting - petty theft ,55,M,W,clothing store,,IC,Invest Cont,700 s flower st,,34.0487,-118.2588
200104385,1/6/2020 0:00,1/6/2020 0:00,1450,Central,138,burglary from vehicle,19,F,W,street,,IC,Invest Cont,4th,ALAMEDA,34.0433,-118.2381
200104389,1/2/2020 0:00,1/1/2020 0:00,1230,Central,154,burglary from vehicle,68,F,W,street,,IC,Invest Cont,w 5th st,S  SPRING                       ST,34.0474,-118.2496
200104390,1/3/2020 0:00,1/3/2020 0:00,1458,Central,162,theft of identity,38,F,H,bank,,IC,Invest Cont,800 s hill st,,34.0462,-118.2585
200104392,1/6/2020 0:00,1/3/2020 0:00,1830,Central,153,bike - stolen,48,M,B,mta bus,,IC,Invest Cont,6th,HILL,34.0474,-118.2531
200104393,1/6/2020 0:00,1/6/2020 0:00,1330,Central,166,battery - simple assault,69,F,W,sidewalk,strong-arm ,IC,Invest Cont,7th,SAN PEDRO,34.0407,-118.2468
210916323,11/9/2021 0:00,11/9/2020 0:00,800,Van Nuys,926,"sex,unlawful(inc mutual consent, penetration w/ frgn obj",14,F,H,single family dwelling,strong-arm ,AO,Adult Other,6400 calhoun av,,34.1867,-118.4422
211015836,12/20/2021 0:00,2/13/2020 0:00,1425,West Valley,1029,"letters, lewd  -  telephone calls, lewd",37,M,H,multi-unit dwelling ,,IC,Invest Cont,7100 woodley av,,34.1994,-118.4837
200716179,11/20/2020 0:00,11/17/2020 0:00,1550,Wilshire,724,shoplifting - petty theft ,26,M,H,other business,,AA,Adult Arrest,100 the grove dr,,34.0747,-118.3563
200104406,1/6/2020 0:00,1/4/2020 0:00,1300,Central,131,burglary from vehicle,50,F,H,parking lot,,IC,Invest Cont,100 s figueroa st,,34.0569,-118.254
200104408,1/6/2020 0:00,1/6/2020 0:00,2200,Central,152,battery - simple assault,13,M,B,mta - blue line - 7th and metro center,strong-arm ,IC,Invest Cont,600 s figueroa st,,34.0509,-118.2585
200104410,1/6/2020 0:00,1/6/2020 0:00,920,Central,195,"bunco, grand theft",61,M,H,other business,,IC,Invest Cont,100 e 17th st,,34.0329,-118.2632
200104411,1/7/2020 0:00,1/6/2020 0:00,2300,Central,182,vehicle - stolen,0,,,street,,IC,Invest Cont,1000 s grand av,,34.043,-118.2606
201106871,3/4/2020 0:00,3/2/2020 0:00,2130,Northeast,1107,vandalism - misdeameanor ,50,M,H,street,,IC,Invest Cont,6100 delphi st,,34.1241,-118.1878
200104414,1/6/2020 0:00,1/5/2020 0:00,1900,Central,162,burglary from vehicle,26,M,W,parking lot,,IC,Invest Cont,700 s grand av,,34.0473,-118.2566
200104416,1/6/2020 0:00,1/6/2020 0:00,1930,Central,143,criminal threats - no weapon displayed,26,F,H,drug store,verbal threat,IC,Invest Cont,400 s broadway,,34.0495,-118.2494
200104417,1/6/2020 0:00,1/6/2020 0:00,2100,Central,182,intimate partner - aggravated assault,26,F,H,multi-unit dwelling ,strong-arm ,IC,Invest Cont,1200 s figueroa st,,34.0423,-118.2666
200104419,1/6/2020 0:00,1/6/2020 0:00,2230,Central,161,theft plain - petty ,45,M,H,department store,,IC,Invest Cont,700 s figueroa st,,34.0483,-118.2631
200104420,1/5/2020 0:00,1/5/2020 0:00,100,Central,162,vandalism - misdeameanor ,36,F,H,"vehicle, passenger/truck",,IC,Invest Cont,8th,OLIVE,34.0452,-118.2569
201216796,7/20/2020 0:00,7/19/2020 0:00,2330,77th Street,1243,battery - simple assault,45,F,B,street,strong-arm ,AO,Adult Other,65th st,VAN NESS                     AV,33.98,-118.3177
200104422,1/6/2020 0:00,1/6/2020 0:00,1800,Central,192,burglary from vehicle,24,M,W,street,,IC,Invest Cont,14th,OLIVE,34.037,-118.2651
200618970,12/8/2020 0:00,11/30/2020 0:00,1100,Hollywood,678,child stealing,0,M,X,multi-unit dwelling ,,AO,Adult Other,900 n serrano av,,34.0862,-118.3064
200104429,1/7/2020 0:00,1/6/2020 0:00,1900,Central,111,trespassing,0,M,W,other business,,IC,Invest Cont,00 olvera st,,34.0569,-118.2385
200104430,1/2/2020 0:00,1/2/2020 0:00,955,Central,162,bike - stolen,50,M,W,sidewalk,,IC,Invest Cont,7th st,FIGUEROA,34.0494,-118.2599
200104431,1/2/2020 0:00,1/2/2020 0:00,1900,Central,134,burglary from vehicle,25,F,H,parking lot,,IC,Invest Cont,300 s broadway,,34.051,-118.248
200104432,1/3/2020 0:00,1/2/2020 0:00,1400,Central,134,theft plain - petty ,27,M,W,market,,IC,Invest Cont,300 s broadway,,34.051,-118.248
201822182,12/15/2020 0:00,12/9/2020 0:00,2100,Southeast,1849,crm agnst chld  ,10,F,H,multi-unit dwelling ,strong-arm ,AO,Adult Other,2200 e 115th st,,33.9297,-118.2335
200104435,1/2/2020 0:00,1/2/2020 0:00,1900,Central,138,burglary from vehicle,33,M,A,street,,IC,Invest Cont,4th st,CENTRAL,34.0438,-118.2397
200104440,1/4/2020 0:00,1/4/2020 0:00,121,Central,182,burglary from vehicle,53,M,B,parking lot,,IC,Invest Cont,12th,FLOWER,34.0415,-118.2654
200104443,1/4/2020 0:00,1/3/2020 0:00,2030,Central,176,burglary from vehicle,38,F,W,street,,IC,Invest Cont,8th st,MAPLE,34.0408,-118.2511
200104444,1/5/2020 0:00,1/5/2020 0:00,100,Central,185,burglary from vehicle,23,M,W,parking lot,,IC,Invest Cont,11th st,MAIN                         ST,34.0387,-118.2576
200104449,1/7/2020 0:00,1/7/2020 0:00,735,Central,147,battery - simple assault,74,M,B,sidewalk,unknown weapon/other weapon,IC,Invest Cont,300 e 5th st,,34.0453,-118.2443
200104450,1/7/2020 0:00,1/7/2020 0:00,905,Central,165,vandalism - felony ,0,X,X,street,unknown weapon/other weapon,IC,Invest Cont,6th,WALL,34.0435,-118.2471
200104451,1/7/2020 0:00,1/7/2020 0:00,745,Central,124,vandalism - felony ,0,X,X,sidewalk,,IC,Invest Cont,1st st,MAIN                         ST,34.0522,-118.2434
200104452,1/7/2020 0:00,1/7/2020 0:00,920,Central,192,battery - simple assault,23,M,H,parking lot,strong-arm ,IC,Invest Cont,200 w washington bl,,34.0363,-118.2672
200104455,1/6/2020 0:00,1/6/2020 0:00,400,Central,161,burglary from vehicle,26,F,B,street,,IC,Invest Cont,800 james m wood bl,,34.0483,-118.2631
200104456,1/6/2020 0:00,1/3/2020 0:00,1300,Central,152,"theft-grand excpt,guns,fowl,livestk,prod",0,X,X,other/outside,,IC,Invest Cont,400 w 7th st,,34.0491,-118.2558
200104459,1/3/2020 0:00,1/3/2020 0:00,1940,Central,181,burglary from vehicle,23,M,B,staples center *,,IC,Invest Cont,1100 s figueroa st,,34.0431,-118.2692
200816519,11/16/2020 0:00,11/16/2020 0:00,830,West LA,803,intimate partner - aggravated assault,49,F,O,single family dwelling,strong-arm ,AO,Adult Other,13500 d este dr,,34.0571,-118.4978
200104462,1/7/2020 0:00,1/6/2020 0:00,1758,Central,161,bike - stolen,57,M,W,parking underground/building,,IC,Invest Cont,900 w 8th st,,34.0479,-118.2612
200104466,1/7/2020 0:00,1/7/2020 0:00,1020,Central,165,battery with sexual contact,40,F,B,street,strong-arm ,IC,Invest Cont,6th st,MAPLE,34.0439,-118.2479
200104470,1/7/2020 0:00,1/6/2020 0:00,1930,Central,128,theft plain - petty ,25,F,H,other premise,,IC,Invest Cont,300 e 2nd st,,34.0498,-118.24
220404852,1/28/2022 0:00,12/27/2020 0:00,1200,Hollenbeck,439,other miscellaneous crime,0,M,H,single family dwelling,verbal threat,IC,Invest Cont,2200 lillyvale av,,34.0711,-118.1643
200104474,1/7/2020 0:00,1/6/2020 0:00,1830,Central,162,trespassing,34,F,B,department store,,IC,Invest Cont,700 s flower st,,34.0487,-118.2588
200104475,1/7/2020 0:00,1/6/2020 0:00,900,Central,159,vandalism - felony ,35,M,W,street,,IC,Invest Cont,400 seaton st,,34.0433,-118.2377
200104476,1/7/2020 0:00,1/6/2020 0:00,2130,Central,105,burglary from vehicle,38,M,B,parking lot,,IC,Invest Cont,1000 n broadway,,34.0714,-118.2329
200104477,1/7/2020 0:00,1/6/2020 0:00,1500,Central,118,criminal threats - no weapon displayed,29,F,B,sidewalk,verbal threat,IC,Invest Cont,1300 magdalena st,,34.0635,-118.2313
200104488,1/7/2020 0:00,1/7/2020 0:00,430,Central,119,shoplifting - petty theft ,24,M,B,coffee shop ,,IC,Invest Cont,00 gateway plaza dr,,34.0551,-118.2323
200104489,1/7/2020 0:00,1/7/2020 0:00,800,Central,152,battery - simple assault,26,F,H,street,strong-arm ,IC,Invest Cont,600 wilshire bl,,34.048,-118.256
200517465,12/5/2020 0:00,11/30/2020 0:00,400,Harbor,564,vandalism - misdeameanor ,0,X,X,garage/carport,,AA,Adult Arrest,600 s palos verdes st,,33.7379,-118.2814
200104498,1/7/2020 0:00,1/7/2020 0:00,2140,Central,123,attempted robbery,56,M,W,sidewalk,bottle,IC,Invest Cont,1st,SPRING                       ST,34.053,-118.2444
200104499,1/7/2020 0:00,1/6/2020 0:00,1900,Central,111,burglary from vehicle,26,M,W,street,,IC,Invest Cont,500 n figueroa st,,34.0617,-118.2469
200104500,1/7/2020 0:00,1/7/2020 0:00,2000,Central,153,other assault,47,M,B,other business,unknown weapon/other weapon,IC,Invest Cont,5th st,BROADWAY,34.0481,-118.2507
200104501,1/8/2020 0:00,1/8/2020 0:00,315,Central,171,"theft, person",29,F,H,parking underground/building,strong-arm ,AA,Adult Arrest,georgia st,WEST                         RD,34.0457,-118.2665
200104503,1/8/2020 0:00,1/8/2020 0:00,117,Central,181,bomb scare,29,M,H,staples center *,verbal threat,IC,Invest Cont,1100 s figueroa st,,34.0431,-118.2692
200104505,1/7/2020 0:00,1/7/2020 0:00,1917,Central,162,shoplifting - petty theft ,0,X,X,department store,,IC,Invest Cont,700 w 7th st,,34.048,-118.2577
221004913,1/25/2022 0:00,9/1/2020 0:00,1700,West Valley,1067,theft of identity,45,F,W,other business,,IC,Invest Cont,5200 genesta av,,34.166,-118.5033
200104511,1/8/2020 0:00,1/8/2020 0:00,400,Central,154,intimate partner - aggravated assault,38,M,B,multi-unit dwelling ,blunt instrument,AA,Adult Arrest,500 s spring st,,34.0474,-118.2496
200104513,1/8/2020 0:00,1/7/2020 0:00,2000,Central,101,vehicle - stolen,0,,,street,,IC,Invest Cont,alpine st,CENTENNIAL                   ST,34.0652,-118.2468
200104522,1/8/2020 0:00,1/7/2020 0:00,2020,Central,162,burglary from vehicle,32,M,W,parking underground/building,,IC,Invest Cont,700 w 7th st,,34.048,-118.2577
200104524,1/8/2020 0:00,1/8/2020 0:00,100,Central,182,battery - simple assault,30,M,W,sidewalk,strong-arm ,IC,Invest Cont,12th st,WALL                         ST,34.042,-118.2625
200104526,1/8/2020 0:00,1/7/2020 0:00,1500,Central,154,battery - simple assault,62,F,W,multi-unit dwelling ,strong-arm ,IC,Invest Cont,100 e 5th st,,34.0467,-118.2485
200104527,1/8/2020 0:00,1/6/2020 0:00,1000,Central,147,theft plain - petty ,71,M,H,missions/shelters,,IC,Invest Cont,300 e 5th st,,34.0453,-118.2443
200104534,1/8/2020 0:00,1/8/2020 0:00,950,Central,156,battery - simple assault,53,M,B,sidewalk,strong-arm ,IC,Invest Cont,500 wall st,,34.0449,-118.2458
200104545,1/7/2020 0:00,1/2/2020 0:00,510,Central,192,"theft-grand excpt,guns,fowl,livestk,prod",31,M,B,"vehicle, passenger/truck",,IC,Invest Cont,pico bl,GRAND,34.0389,-118.2643
200709456,5/20/2020 0:00,5/20/2020 0:00,1250,Wilshire,773,burglary from vehicle,53,F,W,single family dwelling,,IC,Invest Cont,1800 s cochran av,,34.0443,-118.3538
200104547,1/8/2020 0:00,1/7/2020 0:00,1753,Central,182,"theft-grand excpt,guns,fowl,livestk,prod",0,M,O,construction site,,IC,Invest Cont,1100 s hope st,,34.0423,-118.2631
200104548,1/7/2020 0:00,1/6/2020 0:00,1730,Central,159,theft plain - petty ,49,M,A,restaurant/fast food,,IC,Invest Cont,400 s hewitt st,,34.0436,-118.2354
200104549,1/8/2020 0:00,1/6/2020 0:00,100,Central,147,theft plain - petty ,38,M,B,street,,IC,Invest Cont,4th st,WALL,34.0458,-118.243
200104550,1/8/2020 0:00,1/8/2020 0:00,845,Central,166,vandalism - felony ,55,M,W,missions/shelters,,IC,Invest Cont,600 s san pedro st,,34.0421,-118.2469
200104551,1/8/2020 0:00,1/8/2020 0:00,1300,Central,192,brandish weapon,43,M,H,construction site,machete,IC,Invest Cont,1400 s figueroa st,,34.0393,-118.2689
211613998,11/8/2021 0:00,11/1/2020 0:00,1845,Foothill,1635,theft of identity,64,F,W,single family dwelling,,IC,Invest Cont,10500 woldrich st,,34.2719,-118.3592
200104556,1/8/2020 0:00,1/8/2020 0:00,200,Central,147,theft plain - petty ,56,M,O,sidewalk,,IC,Invest Cont,300 e 5th st,,34.0453,-118.2443
200104558,1/8/2020 0:00,1/8/2020 0:00,820,Central,164,intimate partner - simple assault,34,M,B,street,unknown weapon/other weapon,IC,Invest Cont,7th,LOS ANGELES,34.0433,-118.2504
200104573,1/8/2020 0:00,1/8/2020 0:00,540,Central,138,burglary from vehicle,30,M,B,street,,IC,Invest Cont,400 e 3rd st,,34.0473,-118.2425
200104576,1/8/2020 0:00,1/8/2020 0:00,1600,Central,161,theft plain - petty ,35,M,A,other business,,IC,Invest Cont,700 s figueroa st,,34.0483,-118.2631
200104577,1/8/2020 0:00,1/8/2020 0:00,1900,Central,192,vehicle - stolen,0,,,street,,IC,Invest Cont,venice,FLOWER,34.0372,-118.2694
200104578,1/9/2020 0:00,1/7/2020 0:00,2350,Central,138,trespassing,36,M,W,multi-unit dwelling ,,IC,Invest Cont,200 s san pedro st,,34.0493,-118.2418
200104579,1/9/2020 0:00,1/7/2020 0:00,1920,Central,111,burglary,25,F,W,medical/dental offices,,IC,Invest Cont,800 n hill st,,34.0628,-118.2395
200104580,1/9/2020 0:00,1/8/2020 0:00,1630,Central,152,bike - stolen,67,M,W,restaurant/fast food,,IC,Invest Cont,600 w 7th st,,34.0491,-118.2558
200104582,1/9/2020 0:00,1/6/2020 0:00,800,Central,176,"theft-grand excpt,guns,fowl,livestk,prod",37,M,W,sidewalk,,IC,Invest Cont,700 s los angeles st,,34.0433,-118.2504
200101185,12/28/2020 0:00,12/28/2020 0:00,1810,Central,174,"assault with deadly weapon, aggravated assault",57,M,B,parking lot,semi-automatic pistol,AA,Adult Arrest,700 s spring st,,34.044,-118.2528
200104584,1/8/2020 0:00,1/7/2020 0:00,1,Central,162,"bunco, grand theft",40,M,H,multi-unit dwelling ,,IC,Invest Cont,800 s hill st,,34.0462,-118.2585
201014375,10/24/2020 0:00,10/23/2020 0:00,2330,West Valley,1025,vandalism - felony ,0,M,W,restaurant/fast food,,IC,Invest Cont,6800 reseda bl,,34.1939,-118.536
